playerID,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,preferredFoot,bestPos,bestRole,Value,Wage
7589,Wesley Fofana,"D (C), DM",Leicester,English Premier Division,England (Premier Division),FRA,185,76,18,Right,DM,VOL,16250000,57000
200,Andreas Christensen,"D (C), DM, M (C)",Chelsea,English Premier Division,England (Premier Division),DEN,187,81,23,Right,D (C),BPD,0,80000
782,Ben Chilwell,D/WB (L),Chelsea,English Premier Division,England (Premier Division),ENG,178,77,22,Left,D (L),WB,0,140000
702,Tammy Abraham,ST (C),Chelsea,English Premier Division,England (Premier Division),ENG,194,81,21,Right,ST (C),PF,0,50000
3291,Adrien Rabiot,M (C),Juventus,Italian Serie A,Italy (Serie A),FRA,188,71,24,Left,M (C),DLP,34000000,175000
7689,Ben Godfrey,"D (C), DM",Norwich,Sky Bet Championship,England (Sky Bet Championship),ENG,183,74,21,Right Only,D (C),BPD,12250000,24000
6820,David Brooks,"M (R), AM (RC)",Bournemouth,Sky Bet Championship,England (Sky Bet Championship),WAL,173,65,21,Left,M (R),IW,20000000,55000
6854,Diogo Jota,"AM (LC), ST (C)",Liverpool,English Premier Division,England (Premier Division),POR,178,73,22,Either,AM (L),IW,33500000,76000
8778,Fabio Silva,ST (C),Wolves,English Premier Division,England (Premier Division),POR,185,75,16,Right,ST (C),AF,5750000,28000
7909,Gaetano Castrovilli,M/AM (C),Fiorentina,Italian Serie A,Italy (Serie A),ITA,179,72,22,Right,M (C),MEZ,11500000,30500
6159,Gianluca Mancini,"D (C), DM",Roma,Italian Serie A,Italy (Serie A),ITA,190,82,23,Right,D (C),BPD,29000000,61000
3638,Hatem Ben Arfa,"AM (RC), ST (C)",Bordeaux,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,178,74,32,Left,AM (R),IW,4099999,30000
8044,Joshua Zirkzee,ST (C),Parma,Italian Serie A,Italy (Serie A),NED,193,84,18,Right,ST (C),AF,3000000,13250
6399,Manuel Gasparini,GK,Udinese,Italian Serie A,Italy (Serie A),ITA,190,74,17,Right Only,GK,SK,180000,1300
3552,Marco Verratti,"DM, M (C)",Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),ITA,165,60,26,Right,M (C),DLP,51000000,240000
3308,Mathieu Bodmer,"DM, M/AM (C)",Amiens SC,Domino's Ligue 2,France (Domino's Ligue 2),FRA,190,90,36,Right,M (C),DLP,100000,4000
7902,Matthijs de Ligt,D (C),Juventus,Italian Serie A,Italy (Serie A),NED,189,89,19,Right,D (C),BPD,53000000,200000
6686,Nicolo Zaniolo,"M (C), AM (RLC)",Roma,Italian Serie A,Italy (Serie A),ITA,187,85,19,Left,AM (R),IW,27500000,77000
1732,Nolito,AM (LC),Vigo,Spanish First Division,Spain (First Division),ESP,175,69,32,Right,AM (L),IW,7250000,55000
8110,Pedro,AM (RLC),Roma,Italian Serie A,Italy (Serie A),ESP,169,66,31,Either,AM (R),IF,32500000,120000
1505,Samir Handanovic,GK,Inter,Italian Serie A,Italy (Serie A),SVN,193,89,34,Right Only,GK,SK,18250000,98000
877,Samir Nasri,M/AM (RLC),Anderlecht,Belgian Pro League A,Belgium (Pro League A),FRA,177,75,31,Right,AM (C),T,5000000,30000
2272,Yannick Carrasco,"M (L), AM (RL)",A. Madrid,Spanish First Division,Spain (First Division),BEL,180,71,25,Right,AM (L),IW,53000000,200000
6456,Callum Hudson-Odoi,AM (RLC),Chelsea,English Premier Division,England (Premier Division),ENG,177,75,18,Either,AM (L),IW,0,120000
2662,Christian Pulisic,"M (RL), AM (RLC)",Chelsea,English Premier Division,England (Premier Division),USA,172,69,20,Right,M (R),IW,0,150000
8424,Aimar Oroz,"M (C), AM (LC)",Osasuna,Spanish First Division,Spain (First Division),ESP,177,70,17,Right,M (C),MEZ,35500,300
181,Bernd Leno,GK,Arsenal,English Premier Division,England (Premier Division),GER,190,83,27,Right,GK,SK,29000000,100000
3296,Blaise Matuidi,"DM, M (LC)",Juventus,Italian Serie A,Italy (Serie A),FRA,180,75,32,Left,M (C),BWM,22500000,105000
5356,Breel Embolo,"M (R), AM (RC), ST (C)",Borussia M'gladbach,Bundesliga,Germany (Bundesliga),SUI,184,84,22,Right,ST (C),PF,6000000,41500
1209,Ciro Immobile,ST (C),Lazio,Italian Serie A,Italy (Serie A),ITA,185,85,29,Right,ST (C),PF,49000000,77000
122,Claudio Pizarro,ST (C),Unknown,Unknown,Germany,PER,187,86,40,Right,ST (C),DLF,0,0
2446,Dani Ceballos,M/AM (C),Arsenal,English Premier Division,England (Premier Division),ESP,179,71,22,Right,M (C),MEZ,17000000,130000
6981,Ismael Bennacer,"DM, M (C)",Milan,Italian Serie A,Italy (Serie A),ALG,175,70,21,Left,DM,DLP,13750000,46000
6818,James Maddison,"M (LC), AM (RLC)",Leicester,English Premier Division,England (Premier Division),ENG,175,73,22,Right,AM (C),AM,39000000,65000
755,Jamie Vardy,ST (C),Leicester,English Premier Division,England (Premier Division),ENG,179,74,32,Right,ST (C),PF,30000000,140000
609,Joe Hart,GK,Tottenham,English Premier Division,England (Premier Division),ENG,196,81,32,Right,GK,SK,17000000,49000
5353,Josip Brekalo,M/AM (RL),VfL Wolfsburg,Bundesliga,Germany (Bundesliga),CRO,175,70,21,Right,M (L),IW,4900000,30000
1089,Juan Cuadrado,D/WB/M/AM (R),Juventus,Italian Serie A,Italy (Serie A),COL,179,72,31,Right,M (R),W,31000000,105000
1246,Kostas Manolas,D (C),Napoli,Italian Serie A,Italy (Serie A),GRE,186,85,28,Right,D (C),CD,44500000,125000
3262,Malcom,AM (RL),Zenit,Russian Premier League,Russia (Premier League),BRA,175,71,22,Left,AM (R),IW,14500000,110000
3887,Mario Gomez,ST (C),Unknown,Mexican First Division,Mexico (First Division),GER,189,88,33,Either,ST (C),P,0,0
328,Medhi Benatia,D (C),Al-Duhail,Qatari Stars League,Qatar (Stars League),MAR,189,94,32,Right,D (C),CD,5250000,92000
4918,Patrick Cutrone,ST (C),Valencia,Spanish First Division,Spain (First Division),ITA,183,75,21,Right,ST (C),PF,25000000,60000
750,Riyad Mahrez,"M (R), AM (RLC)",Man City,English Premier Division,England (Premier Division),ALG,179,67,28,Left,AM (R),IW,53000000,160000
5545,Wilfred Ndidi,"DM, M (C)",Leicester,English Premier Division,England (Premier Division),NGA,183,74,22,Right,DM,DM,35000000,80000
6888,William Saliba,D (C),OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,193,98,18,Right,D (C),CD,10000000,40000
5584,Aaron Wan-Bissaka,D/WB (R),Man Utd,English Premier Division,England (Premier Division),ENG,183,74,21,Right,D (R),WB,25500000,80000
7980,Adil Aouchiche,M (C),AS Saint-Etienne,French National 2 - C,France (National 2 - C),FRA,176,68,16,Right,M (C),AP,250000,3400
691,Alexandre Pato,"AM (L), ST (C)",Sao Paulo,Brazilian National First Division,Brazil (First Division),BRA,180,72,29,Right,AM (L),IW,10750000,36000
5050,Clement Lenglet,D (C),Barcelona,Spanish First Division,Spain (First Division),FRA,186,81,24,Left,D (C),BPD,40500000,95000
4943,Emanuel Vignato,AM (RC),Chievo,Italian Serie B,Italy (Serie B),ITA,175,70,18,Right,AM (R),W,900000,1500
9335,Ferro,D (C),Valencia,Spanish First Division,Spain (First Division),POR,190,83,22,Right,D (C),BPD,7750000,8750
1847,Giampaolo Pazzini,ST (C),Verona,Italian Serie A,Italy (Serie A),ITA,180,74,34,Right,ST (C),TM,300000,40000
6736,Ibrahima Diallo,DM,Southampton,English Premier Division,England (Premier Division),FRA,179,68,20,Right,DM,DLP,6750000,42500
1256,Kevin Strootman,"DM, M (C)",Genoa,Italian Serie A,Italy (Serie A),NED,186,80,29,Left,M (C),CM,13750000,99000
8089,Kieran Tierney,"D (LC), WB (L)",Arsenal,English Premier Division,England (Premier Division),SCO,178,76,22,Left,D (L),FB,26500000,75000
340,Klaas-Jan Huntelaar,ST (C),Ajax,Eredivisie,Holland (Eredivisie),NED,186,80,35,Right,ST (C),P,1000000,43000
1511,Marcelo Brozovic,"DM, M/AM (C)",Inter,Italian Serie A,Italy (Serie A),CRO,181,68,26,Either,M (C),BBM,51000000,105000
1541,Stefan de Vrij,D (C),Inter,Italian Serie A,Italy (Serie A),NED,189,78,27,Right,D (C),BPD,47000000,115000
2328,Thomas Partey,"DM, M (C)",Arsenal,English Premier Division,England (Premier Division),GHA,185,76,26,Right,M (C),BBM,52000000,115000
700,Willian,M/AM (RLC),Arsenal,English Premier Division,England (Premier Division),BRA,175,78,30,Right Only,AM (R),W,49000000,120000
703,Fikayo Tomori,"D (RC), WB (R)",Milan,Italian Serie A,Italy (Serie A),ENG,184,75,21,Right,D (C),BPD,0,70000
5741,Jorginho,"DM, M (C)",Chelsea,English Premier Division,England (Premier Division),ITA,180,65,27,Right,DM,DLP,0,110000
935,Kurt Zouma,D (RC),Chelsea,English Premier Division,England (Premier Division),FRA,190,96,24,Right Only,D (C),CD,0,46000
688,Ruben Loftus-Cheek,M/AM (C),Fulham,English Premier Division,England (Premier Division),ENG,191,86,23,Right,M (C),DLP,0,150000
504,Aaron Ramsey,"M (C), AM (RC)",Juventus,Italian Serie A,Italy (Serie A),WAL,178,76,28,Right,M (C),AP,34000000,175000
3277,Alexandre Lacazette,"AM (R), ST (C)",Arsenal,English Premier Division,England (Premier Division),FRA,175,73,28,Right,ST (C),AF,53000000,180000
2373,Diego Alves,GK,Flamengo,Brazilian National First Division,Brazil (First Division),BRA,187,83,34,Left Only,GK,SK,4500000,30000
8821,Donny van de Beek,"DM, M/AM (C)",Man Utd,English Premier Division,England (Premier Division),NED,184,67,22,Right,M (C),DLP,49500000,79000
6817,Fred,ST (C),Cruzeiro,English Premier Division,England (Premier Division),BRA,185,90,35,Either,ST (C),DLF,725000,34500
7752,Gabriel Martinelli,"AM (RLC), ST (C)",Arsenal,English Premier Division,England (Premier Division),BRA,180,75,18,Right,AM (L),IW,20000000,20000
591,Gerard Deulofeu,"AM (RL), ST (C)",Udinese,Italian Serie A,Italy (Serie A),ESP,177,73,25,Right,AM (R),W,18500000,69000
3064,Hulk,AM (RL),SIPG,Chinese Super League,China (Super League),BRA,179,92,32,Left,AM (R),IW,16750000,450000
856,Jack Butland,GK,Crystal Palace,English Premier Division,England (Premier Division),ENG,196,94,26,Right,GK,SK,7750000,23000
7122,Javairo Dilrosun,M/AM (RL),Hertha Berlin,Bundesliga,Germany (Bundesliga),NED,175,74,21,Left Only,M (L),W,6750000,8250
1589,Lucas Biglia,"DM, M (C)",Fatih Karagumruk,Turkish Super League,Turkey (Super League),ARG,178,74,33,Right,DM,DLP,3100000,7500
205,Mahmoud Dahoud,"DM, M (C)",Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,176,76,23,Right,M (C),AP,15500000,66000
6490,Manuel Akanji,D (C),Borussia Dortmund,Bundesliga,Germany (Bundesliga),SUI,187,91,23,Either,D (C),BPD,16250000,49500
1507,Miranda,D (C),Jiangsu,Chinese Super League,China (Super League),BRA,186,78,34,Right Only,D (C),CD,1900000,105000
4084,Naldo,D (C),Unknown,Brazilian National Second Division,Brazil (Second Division),BRA,198,88,36,Right,D (C),BPD,0,0
1386,Piotr Zielinski,"M (LC), AM (C)",Napoli,Italian Serie A,Italy (Serie A),POL,180,75,25,Either,M (C),AP,34000000,33500
3599,Presnel Kimpembe,D (C),Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,189,80,23,Left,D (C),BPD,25500000,135000
1699,Shkodran Mustafi,D (C),Schalke 04,Bundesliga,Germany (Bundesliga),GER,184,82,27,Right,D (C),CD,21500000,90000
8300,Steven Bergwijn,"M (RL), AM (RLC), ST (C)",Tottenham,English Premier Division,England (Premier Division),NED,178,78,21,Right,AM (L),IW,34500000,75000
65,Timo Werner,"M/AM (L), ST (C)",Chelsea,English Premier Division,England (Premier Division),GER,180,75,23,Either,ST (C),PF,0,165000
5239,Allan,"DM, M (C)",Napoli,Italian Serie A,Italy (Serie A),BRA,175,74,28,Right,M (C),BBM,47000000,61000
101,Allan Saint-Maximin,"M/AM (RL), ST (C)",Newcastle,English Premier Division,England (Premier Division),FRA,173,67,22,Right,AM (L),IW,30000000,60000
6274,Andriy Yarmolenko,M/AM (RL),West Ham,English Premier Division,England (Premier Division),UKR,189,81,29,Left Only,AM (R),IF,23000000,100000
1583,Arkadiusz Milik,ST (C),OM,Ligue 1 Conforama,France (Ligue 1 Conforama),POL,186,78,25,Left,ST (C),P,35500000,77000
694,Asmir Begovic,GK,Milan,Italian Serie A,Italy (Serie A),BIH,199,101,32,Right Only,GK,SK,15000000,70000
6560,Aurelien Tchouameni,M (C),AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,185,81,19,Right,M (C),CM,1300000,5250
934,Axel Tuanzebe,D (C),Man Utd,English Premier Division,England (Premier Division),ENG,186,81,21,Right,D (C),BPD,24500000,35000
625,Bacary Sagna,"D (RC), WB (R)",Unknown,Unknown,France,FRA,176,73,36,Right,D (R),FB,0,0
3389,Benjamin Mendy,D/WB (L),Man City,English Premier Division,England (Premier Division),FRA,183,84,24,Left,D (L),WB,35000000,100000
7063,Bernard,AM (RLC),Everton,English Premier Division,England (Premier Division),BRA,164,60,26,Right,AM (L),IW,28500000,130000
2235,Bruma,M/AM (RL),PSV,Eredivisie,Holland (Eredivisie),POR,173,70,24,Right,M (L),IW,2400000,52000
1399,Bruno Alves,D (C),Parma,Brazilian National First Division,Brazil (First Division),POR,189,81,37,Right Only,D (C),BPD,600000,24500
1125,Carlos Bacca,ST (C),Villarreal,Spanish First Division,Spain (First Division),COL,181,77,32,Right,ST (C),P,4800000,61000
2416,Carlos Vela,"AM (RLC), ST (C)",LAFC,Major League Soccer,U.S.A. (MLS),MEX,178,74,30,Left Only,AM (R),IW,5250000,94000
7384,Chris Mepham,D (C),Bournemouth,Sky Bet Championship,England (Sky Bet Championship),WAL,191,75,21,Right,D (C),BPD,12000000,30000
606,Christian Benteke,ST (C),Crystal Palace,English Premier Division,England (Premier Division),BEL,191,86,28,Right,ST (C),TM,16000000,120000
501,Danny Welbeck,"AM (RL), ST (C)",Brighton,English Premier Division,England (Premier Division),ENG,185,73,28,Right,AM (L),IW,20000000,60000
148,Dante,D (C),OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),BRA,188,89,35,Left,D (C),BPD,575000,25000
809,Darren Fletcher,"DM, M (C)",Unknown,Unknown,England,SCO,183,83,35,Right,M (C),BWM,0,0
3242,Diego,"M (C), AM (LC)",Flamengo,Spanish Second Division B4,Spain (Second Division B4),BRA,173,73,34,Right,AM (C),AM,1000000,28000
604,Emre Can,"D (C), DM, M (C)",Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,184,82,25,Right,DM,VOL,56000000,140000
3056,Ezequiel Garay,D (C),Unknown,Unknown,Argentina,ARG,189,90,32,Right,D (C),BPD,0,0
6100,Felix Uduokhai,D (LC),FC Augsburg,Bundesliga,Germany (Bundesliga),GER,192,78,21,Left,D (C),BPD,11750000,32500
2265,Filipe Luis,D/WB (L),Flamengo,Brazilian National First Division,Brazil (First Division),BRA,182,73,33,Left,D (L),CWB,2500000,32500
771,Georginio Wijnaldum,"DM, M (C), AM (LC)",Liverpool,English Premier Division,England (Premier Division),NED,175,74,28,Right,M (C),DLP,50000000,85000
204,Granit Xhaka,"DM, M (C)",Arsenal,English Premier Division,England (Premier Division),SUI,185,82,26,Left,M (C),DLP,29500000,100000
9558,Hannibal Mejbri,M/AM (C),Man Utd,English Premier Division,England (Premier Division),FRA,186,67,16,Right,M (C),AP,450000,120
7999,Hirving Lozano,"AM (RL), ST (C)",Napoli,Italian Serie A,Italy (Serie A),MEX,177,70,23,Right,AM (L),IW,23500000,115000
2290,Iago Aspas,"AM (RC), ST (C)",Vigo,Spanish First Division,Spain (First Division),ESP,176,67,31,Left,ST (C),AF,27000000,52000
6082,Jiri Pavlenka,GK,SV Werder,Bundesliga,Germany (Bundesliga),CZE,196,81,27,Right,GK,SK,12250000,41500
7286,Juan Miranda,D/WB/M (L),Real Betis,Spanish First Division,Spain (First Division),ESP,185,79,19,Left,D (L),FB,2900000,6750
1819,Kevin-Prince Boateng,"AM (C), ST (C)",Monza,Italian Serie C/A,Italy (Serie C/A),GHA,186,86,32,Either,ST (C),DLF,2100000,3200
2259,Kiko Casilla,GK,Leeds,English Premier Division,England (Premier Division),ESP,190,86,32,Right,GK,SK,13000000,40000
588,Leighton Baines,D/WB (L),Unknown,Unknown,England,ENG,170,74,34,Left,D (L),FB,0,0
2517,Martin odegaard,M/AM (RC),Arsenal,English Premier Division,England (Premier Division),NOR,178,68,20,Left,M (C),AP,27000000,81000
5759,Matteo Guendouzi,"DM, M (C)",Hertha Berlin,Bundesliga,Germany (Bundesliga),FRA,185,68,20,Right,M (C),BBM,24000000,50000
7688,Max Aarons,D/WB (R),Norwich,Sky Bet Championship,England (Sky Bet Championship),ENG,169,63,19,Right,D (R),WB,14000000,20000
6556,Moussa Diaby,M/AM (RL),Bayer 04,Bundesliga,Germany (Bundesliga),FRA,170,65,19,Left,M (L),W,18250000,33000
914,Nabil Bentaleb,"DM, M (C)",Schalke 04,Bundesliga,Germany (Bundesliga),ALG,187,78,24,Left,M (C),MEZ,9750000,83000
82,Nadiem Amiri,M/AM (RLC),Bayer 04,Bundesliga,Germany (Bundesliga),GER,180,72,22,Right,M (C),BBM,7250000,49500
160,Nicklas Bendtner,ST (C),Unknown,Unknown,Denmark,DEN,194,89,31,Right,ST (C),P,0,0
1111,Olivier Ntcham,M/AM (C),OM,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,180,80,23,Right,M (C),MEZ,12000000,15000
8935,Pedri,"M (C), AM (RLC)",Barcelona,Spanish First Division,Spain (First Division),ESP,174,65,16,Right,AM (L),IW,3400000,9250
3270,Rafael,D/WB (R),Basaksehir,Turkish Super League,Turkey (Super League),BRA,172,78,28,Right,D (R),WB,7250000,30000
936,Ramires,"DM, M (RC)",Palmeiras,Brazilian National First Division,Brazil (First Division),BRA,180,73,32,Right,M (C),AP,3000000,48500
6492,Reiss Nelson,"M (RL), AM (RLC)",Arsenal,English Premier Division,England (Premier Division),ENG,175,71,19,Right,AM (R),W,20000000,40000
2311,Roberto Soldado,ST (C),Granada,Spanish First Division,Spain (First Division),ESP,178,72,34,Either,ST (C),DLF,900000,9500
1518,Rodrigo Palacio,"AM (RLC), ST (C)",Bologna,Italian Serie A,Italy (Serie A),ARG,176,70,37,Right,ST (C),DLF,725000,30500
503,Theo Walcott,"AM (R), ST (C)",Southampton,English Premier Division,England (Premier Division),ENG,176,71,30,Right,AM (R),W,19000000,110000
1635,Thomas Vermaelen,D (C),Kobe Leone,Nihon-League 1,Japan (Nihon-League 1),BEL,183,80,33,Left,D (C),BPD,750000,140000
522,Wilfried Zaha,"M/AM (RL), ST (C)",Crystal Palace,English Premier Division,England (Premier Division),CIV,181,67,26,Right,AM (L),IW,51000000,130000
6926,William Carvalho,DM,Real Betis,Spanish First Division,Spain (First Division),POR,187,83,27,Right,DM,DLP,28500000,42000
8992,Hakim Ziyech,M/AM (RLC),Chelsea,English Premier Division,England (Premier Division),MAR,181,68,26,Left,AM (C),AM,0,150000
1678,Michy Batshuayi,ST (C),Crystal Palace,English Premier Division,England (Premier Division),BEL,185,78,25,Either,ST (C),CF,0,70000
4804,Abdou Diallo,D (LC),Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,186,79,23,Left,D (C),BPD,14500000,83000
5197,Achraf Hakimi,D/WB (RL),Inter,Italian Serie A,Italy (Serie A),MAR,181,73,20,Right,D (R),WB,16250000,72000
486,Adam Lallana,"DM, M/AM (RLC)",Brighton,English Premier Division,England (Premier Division),ENG,173,73,31,Right,AM (C),AP,30500000,75000
1119,Alessio Romagnoli,D (C),Milan,Italian Serie A,Italy (Serie A),ITA,188,78,24,Left,D (C),BPD,34500000,105000
8379,Alexis Mac Allister,"M (L), AM (C)",Brighton,English Premier Division,England (Premier Division),ARG,174,71,20,Right,AM (C),AP,19000000,10000
5717,Amine Harit,M/AM (LC),Schalke 04,Bundesliga,Germany (Bundesliga),MAR,179,67,22,Right,M (L),IW,9000000,49500
1186,Andrea Belotti,ST (C),Torino,Italian Serie A,Italy (Serie A),ITA,181,72,25,Right,ST (C),PF,27500000,52000
1555,Bartlomiej Dragowski,GK,Fiorentina,Italian Serie A,Italy (Serie A),POL,191,74,21,Right,GK,G,7000000,23000
7942,Bobby Adekanye,"M (L), AM (RLC), ST (C)",Lazio,Italian Serie A,Italy (Serie A),NED,170,66,20,Left Only,AM (L),W,2100000,12500
8075,Brandon Williams,D/WB (L),Man Utd,English Premier Division,England (Premier Division),ENG,184,75,18,Right,D (L),WB,21500000,10000
1301,Daniele Rugani,D (C),Juventus,Italian Serie A,Italy (Serie A),ITA,190,84,24,Right,D (C),BPD,12000000,105000
7430,Emerson,D/WB (R),Real Betis,Spanish First Division,Spain (First Division),BRA,181,79,20,Right Only,WB (R),WB,9000000,17750
1230,Fabio Quagliarella,ST (C),Sampdoria,Italian Serie A,Italy (Serie A),ITA,180,79,36,Right,ST (C),P,1700000,37000
1208,Felipe Anderson,"M (RL), AM (RLC)",FCP,Portuguese Premier League,Portugal (Premier League),BRA,175,70,26,Right,AM (L),IW,37000000,80000
2268,Gabi,"DM, M (C)",Al-Sadd,Qatari Stars League,Qatar (Stars League),ESP,181,74,35,Right,M (C),DLP,875000,62000
7012,Gelson Martins,"M (R), AM (RL)",AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),POR,173,74,24,Right,AM (R),W,22500000,105000
1943,Gervinho,"AM (RL), ST (C)",Parma,Italian Serie A,Italy (Serie A),CIV,179,78,32,Right,AM (L),IW,10250000,40000
1830,Ionut Radu,GK,Parma,Italian Serie A,Italy (Serie A),ROU,188,70,22,Right Only,GK,SK,5500000,24500
448,Ivan Perisic,M/AM (L),Inter,Italian Serie A,Italy (Serie A),CRO,186,80,30,Either,AM (L),W,32000000,125000
3295,Javier Pastore,"M (C), AM (LC)",Roma,Italian Serie A,Italy (Serie A),ARG,187,75,30,Right,AM (C),AP,15750000,140000
685,John Obi Mikel,"D (C), DM, M (C)",Stoke,Sky Bet Championship,England (Sky Bet Championship),NGA,188,87,32,Either,DM,A,8750000,43500
